match_matchId;match_platformId;t1_Aatrox;t1_Alistar;t1_Ashe;t1_Brand;t1_Camille;t1_Corki;t1_Ezreal;t1_Jhin;t1_KSante;t1_Kaisa;t1_LeBlanc;t1_Lee Sin;t1_Leona;t1_Lillia;t1_Lucian;t1_Nautilus;t1_Nidalee;t1_Rakan;t1_Rell;t1_Renekton;t1_Rumble;t1_Tristana;t1_Viego;t1_Yone;t1_Zeri;player_teamId;player_win;team_dragon_first;team_riftHerald_first;team_winner;t2_Aatrox;t2_Alistar;t2_Ashe;t2_Brand;t2_Camille;t2_Corki;t2_Ezreal;t2_Jhin;t2_KSante;t2_Kaisa;t2_LeBlanc;t2_Lee Sin;t2_Leona;t2_Lillia;t2_Lucian;t2_Nautilus;t2_Nidalee;t2_Rakan;t2_Rell;t2_Renekton;t2_Rumble;t2_Tristana;t2_Viego;t2_Yone;t2_Zeri
BR1_2952218219;BR1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;red;VERDADEIRO;VERDADEIRO;FALSO;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
BR1_2952271931;BR1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;blue;VERDADEIRO;VERDADEIRO;VERDADEIRO;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BR1_2952287617;BR1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;blue;FALSO;VERDADEIRO;FALSO;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
BR1_2952327969;BR1;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;red;VERDADEIRO;VERDADEIRO;FALSO;2;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
BR1_2952336573;BR1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;blue;FALSO;FALSO;FALSO;2;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BR1_2952376309;BR1;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;blue;FALSO;FALSO;FALSO;2;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
BR1_2952515316;BR1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;1;0;0;red;FALSO;FALSO;FALSO;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;1;0;0
BR1_2952578896;BR1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;red;FALSO;VERDADEIRO;VERDADEIRO;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BR1_2952677306;BR1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;red;FALSO;FALSO;FALSO;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
BR1_2952745798;BR1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;blue;FALSO;FALSO;VERDADEIRO;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0
BR1_2952773771;BR1;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;red;VERDADEIRO;VERDADEIRO;VERDADEIRO;2;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BR1_2952783100;BR1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;blue;FALSO;FALSO;FALSO;2;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BR1_2952787500;BR1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;red;FALSO;FALSO;FALSO;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
BR1_2952791480;BR1;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;blue;FALSO;FALSO;FALSO;2;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BR1_2952793153;BR1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;red;VERDADEIRO;VERDADEIRO;FALSO;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BR1_2952800120;BR1;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;red;VERDADEIRO;VERDADEIRO;FALSO;2;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
BR1_2952823603;BR1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;red;FALSO;VERDADEIRO;VERDADEIRO;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0
BR1_2952883593;BR1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;red;FALSO;FALSO;FALSO;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BR1_2953037172;BR1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;red;VERDADEIRO;VERDADEIRO;VERDADEIRO;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
BR1_2953073425;BR1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;red;FALSO;VERDADEIRO;VERDADEIRO;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BR1_2953095523;BR1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;blue;VERDADEIRO;VERDADEIRO;VERDADEIRO;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0
BR1_2953141168;BR1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;blue;FALSO;FALSO;VERDADEIRO;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BR1_2953150004;BR1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;red;VERDADEIRO;VERDADEIRO;FALSO;2;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BR1_2953157041;BR1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;blue;FALSO;FALSO;FALSO;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
BR1_2953170020;BR1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;red;FALSO;FALSO;FALSO;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BR1_2953276956;BR1;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;blue;FALSO;VERDADEIRO;VERDADEIRO;2;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
BR1_2953340272;BR1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;blue;VERDADEIRO;FALSO;FALSO;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
BR1_2953393667;BR1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;red;VERDADEIRO;VERDADEIRO;VERDADEIRO;2;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
